,cmap_name,ENTREZID,target
3180,BRD-K71726959,1020,CDK5
3181,olomoucine,1020,CDK5
3182,indirubin,1020,CDK5
3184,NSC-693868,1020,CDK5
3185,kenpaullone,1020,CDK5
3186,PHA-793887,1020,CDK5
3189,purvalanol-a,1020,CDK5
3190,dinaciclib,1020,CDK5
3194,aminopurvalanol-a,1020,CDK5
3196,BML-259,1020,CDK5
3197,staurosporine,1020,CDK5
3201,AT-7519,1020,CDK5
3210,aloisine,1020,CDK5
3217,indirubin,8851,CDK5R1
3218,aloisine,8851,CDK5R1
3222,palbociclib,1021,CDK6
3224,apigenin,1021,CDK6
3225,AT-7519,1021,CDK6
3226,fisetin,1021,CDK6
3228,alvocidib,1021,CDK6
3229,aminopurvalanol-a,1021,CDK6
3233,alvocidib,1022,CDK7
3234,TG-02,1022,CDK7
3236,BMS-387032,1022,CDK7
3238,roscovitine,1022,CDK7
3240,PHA-793887,1022,CDK7
3241,BS-181,1022,CDK7
3246,alvocidib,1024,CDK8
3248,AT-7519,1025,CDK9
3249,TG-02,1025,CDK9
3250,roscovitine,1025,CDK9
3251,PHA-793887,1025,CDK9
3252,alvocidib,1025,CDK9
3253,BMS-387032,1025,CDK9
3255,indirubin,1025,CDK9
3263,dinaciclib,1025,CDK9
3267,GGTI-298,1026,CDKN1A
3268,taurocholic-acid,1056,CEL
3271,fumonisin-b1,10715,CERS1
3272,cholic-acid,1066,CES1
3273,homatropine,1066,CES1
3274,thenoyltrifluoroacetone,1066,CES1
3278,probucol,1066,CES1
3279,dalcetrapib,1071,CETP
3280,anacetrapib,1071,CETP
3281,torcetrapib,1071,CETP
3282,capsaicin,1080,CFTR
3283,glibenclamide,1080,CFTR
3284,ibuprofen,1080,CFTR
3285,aloisine,1080,CFTR
3286,ivacaftor,1080,CFTR
3287,apigenin,1080,CFTR
3288,CFTRinh-172,1080,CFTR
3289,bumetanide,1080,CFTR
3290,genistein,1080,CFTR
3291,felodipine,1080,CFTR
3297,nimodipine,1080,CFTR
3303,ataluren,1080,CFTR
3304,glafenine,1080,CFTR
3305,nicotine,1103,CHAT
3306,AZD-7762,1111,CHEK1
3307,7-hydroxystaurosporine,1111,CHEK1
3308,SB-202190,1111,CHEK1
3312,BX-795,1111,CHEK1
3313,staurosporine,1111,CHEK1
3314,U-0126,1111,CHEK1
3315,SCH-900776,1111,CHEK1
3316,SB-203580,1111,CHEK1
3319,BX-912,1111,CHEK1
3320,SB-218078,1111,CHEK1
3321,PD-98059,1111,CHEK1
3325,PF-477736,1111,CHEK1
3327,KN-62,1111,CHEK1
3328,CHIR-124,1111,CHEK1
3329,LY-294002,1111,CHEK1
3330,AZD-7762,11200,CHEK2
3331,7-hydroxystaurosporine,11200,CHEK2
3337,theophylline,27159,CHIA
3338,pentoxifylline,27159,CHIA
3339,tramadol,89832,CHRFAM7A
3340,epibatidine,89832,CHRFAM7A
3341,memantine,89832,CHRFAM7A
3344,mebeverine,1128,CHRM1
3345,staurosporine,1128,CHRM1
3346,clozapine,1128,CHRM1
3347,amitriptyline,1128,CHRM1
3348,ipratropium,1128,CHRM1
3350,vinburnine,1128,CHRM1
3351,brompheniramine,1128,CHRM1
3352,solifenacin,1128,CHRM1
3353,cevimeline,1128,CHRM1
3354,vincamine,1128,CHRM1
3355,biperiden,1128,CHRM1
3356,disopyramide,1128,CHRM1
3358,BRD-K47448802,1128,CHRM1
3359,minaprine,1128,CHRM1
3360,terfenadine,1128,CHRM1
3361,BRD-A93048969,1128,CHRM1
3362,pipenzolate,1128,CHRM1
3363,oxyphenonium,1128,CHRM1
3364,brucine,1128,CHRM1
3365,cyproheptadine,1128,CHRM1
3366,nicardipine,1128,CHRM1
3367,glycopyrrolate,1128,CHRM1
3368,acetylcholine,1128,CHRM1
3369,flupentixol,1128,CHRM1
3370,flavoxate,1128,CHRM1
3371,doxylamine,1128,CHRM1
3373,tolterodine,1128,CHRM1
3374,imipramine,1128,CHRM1
3375,metoclopramide,1128,CHRM1
3376,tropicamide,1128,CHRM1
3377,desmethylclozapine,1128,CHRM1
3378,darifenacin,1128,CHRM1
3379,telenzepine,1128,CHRM1
3380,cyclopentolate,1128,CHRM1
3381,profenamine,1128,CHRM1
3382,aripiprazole,1128,CHRM1
3383,metixene,1128,CHRM1
3385,promazine,1128,CHRM1
3387,loxapine,1128,CHRM1
3388,methscopolamine,1128,CHRM1
3389,paroxetine,1128,CHRM1
3393,oxybutynin,1128,CHRM1
3395,trihexyphenidyl,1128,CHRM1
3399,solifenacin-succinate,1128,CHRM1
3401,pilocarpine,1128,CHRM1
3402,strychnine,1128,CHRM1
3403,procyclidine,1128,CHRM1
3406,umeclidinium,1128,CHRM1
3408,pirenzepine,1128,CHRM1
3409,bethanechol,1128,CHRM1
3411,benzatropine,1128,CHRM1
3415,triflupromazine,1128,CHRM1
3416,cinnarizine,1128,CHRM1
3417,DAU-5884,1128,CHRM1
3418,methantheline,1128,CHRM1
3419,scopolamine,1128,CHRM1
3420,atropine,1128,CHRM1
3422,SR-95639A,1128,CHRM1
3423,aceclidine,1128,CHRM1
3425,nitrocaramiphen,1128,CHRM1
3426,BRD-K58033748,1128,CHRM1
3428,nortriptyline,1128,CHRM1
3431,doxepin,1128,CHRM1
3433,nefiracetam,1128,CHRM1
3435,amoxapine,1128,CHRM1
3438,ziprasidone,1128,CHRM1
3440,clidinium,1128,CHRM1
3442,maprotiline,1128,CHRM1
3443,trimebutine,1128,CHRM1
3444,aminopentamide,1128,CHRM1
3449,aclidinium,1128,CHRM1
3450,propantheline,1128,CHRM1
3452,piperidolate,1128,CHRM1
3455,trimipramine,1128,CHRM1
3459,otenzepad,1128,CHRM1
3461,molindone,1128,CHRM1
3462,diphenidol,1128,CHRM1
3463,dosulepin,1128,CHRM1
3464,hyoscyamine,1128,CHRM1
3465,dicycloverine,1128,CHRM1
3466,SCH-202676,1128,CHRM1
3467,homatropine,1128,CHRM1
3478,levomepromazine,1128,CHRM1
3479,olanzapine,1128,CHRM1
3488,escitalopram,1128,CHRM1
3489,desipramine,1128,CHRM1
3492,quetiapine,1128,CHRM1
3493,carbachol,1128,CHRM1
3495,ipratropium,1129,CHRM2
3496,tropicamide,1129,CHRM2
3497,brompheniramine,1129,CHRM2
3498,biperiden,1129,CHRM2
3499,cyproheptadine,1129,CHRM2
3500,strychnine,1129,CHRM2
3501,procyclidine,1129,CHRM2
3502,amitriptyline,1129,CHRM2
3504,nicardipine,1129,CHRM2
3505,ziprasidone,1129,CHRM2
3506,terfenadine,1129,CHRM2
3508,bethanechol,1129,CHRM2
3510,clozapine,1129,CHRM2
3511,BRD-K58033748,1129,CHRM2
3512,acetylcholine,1129,CHRM2
3513,solifenacin-succinate,1129,CHRM2
3514,profenamine,1129,CHRM2
3515,staurosporine,1129,CHRM2
3516,triflupromazine,1129,CHRM2
3517,tolterodine,1129,CHRM2
3518,aripiprazole,1129,CHRM2
3519,brucine,1129,CHRM2
3520,BRD-A93048969,1129,CHRM2
3521,vinburnine,1129,CHRM2
3523,loxapine,1129,CHRM2
3524,mebeverine,1129,CHRM2
3525,paroxetine,1129,CHRM2
3526,methscopolamine,1129,CHRM2
3527,pirenzepine,1129,CHRM2
3528,levomepromazine,1129,CHRM2
3530,imipramine,1129,CHRM2
3533,vincamine,1129,CHRM2
3534,solifenacin,1129,CHRM2
3535,nortriptyline,1129,CHRM2
3536,hyoscyamine,1129,CHRM2
3537,disopyramide,1129,CHRM2
3539,scopolamine,1129,CHRM2
3540,atropine,1129,CHRM2
3541,doxepin,1129,CHRM2
3544,aceclidine,1129,CHRM2
3545,propantheline,1129,CHRM2
3548,oxybutynin,1129,CHRM2
3549,trimipramine,1129,CHRM2
3550,metixene,1129,CHRM2
3551,glycopyrrolate,1129,CHRM2
3552,maprotiline,1129,CHRM2
3553,pilocarpine,1129,CHRM2
3555,pancuronium,1129,CHRM2
3556,desipramine,1129,CHRM2
3557,AQ-RA741,1129,CHRM2
3561,cinnarizine,1129,CHRM2
3563,quetiapine,1129,CHRM2
3570,amoxapine,1129,CHRM2
3573,diphenidol,1129,CHRM2
3576,SCH-202676,1129,CHRM2
3577,dosulepin,1129,CHRM2
3578,trimebutine,1129,CHRM2
3579,dicycloverine,1129,CHRM2
3580,oxotremorine-sesquifumarate,1129,CHRM2
3581,flavoxate,1129,CHRM2
3583,carbachol,1129,CHRM2
3587,aclidinium,1129,CHRM2
3588,olanzapine,1129,CHRM2
3592,otenzepad,1129,CHRM2
3600,promazine,1129,CHRM2
3601,darifenacin,1129,CHRM2
3605,amitriptyline,1131,CHRM3
3606,solifenacin-succinate,1131,CHRM3
3607,aripiprazole,1131,CHRM3
3608,BRD-K58033748,1131,CHRM3
3609,cevimeline,1131,CHRM3
3610,biperiden,1131,CHRM3
3611,diphemanil,1131,CHRM3
3612,disopyramide,1131,CHRM3
3613,mebeverine,1131,CHRM3
3614,vincamine,1131,CHRM3
3615,brompheniramine,1131,CHRM3
3616,vinburnine,1131,CHRM3
3617,nicardipine,1131,CHRM3
3618,ipratropium,1131,CHRM3
3619,J-104129,1131,CHRM3
3620,clozapine,1131,CHRM3
3621,brucine,1131,CHRM3
3623,ziprasidone,1131,CHRM3
3624,glycopyrrolate,1131,CHRM3
3625,methscopolamine,1131,CHRM3
3626,amiodarone,1131,CHRM3
3627,tramadol,1131,CHRM3
3629,strychnine,1131,CHRM3
3630,acetylcholine,1131,CHRM3
3631,tolterodine,1131,CHRM3
3632,tiotropium,1131,CHRM3
3633,procyclidine,1131,CHRM3
3634,atropine,1131,CHRM3
3635,cyproheptadine,1131,CHRM3
3637,itopride,1131,CHRM3
3639,scopolamine,1131,CHRM3
3640,metixene,1131,CHRM3
3645,tropicamide,1131,CHRM3
3646,zamifenacin,1131,CHRM3
3647,DAU-5884,1131,CHRM3
3648,BRD-A93048969,1131,CHRM3
3649,solifenacin,1131,CHRM3
3650,aceclidine,1131,CHRM3
3654,aclidinium,1131,CHRM3
3655,levomepromazine,1131,CHRM3
3657,loxapine,1131,CHRM3
3659,quetiapine,1131,CHRM3
3660,doxepin,1131,CHRM3
3662,imipramine,1131,CHRM3
3664,pancuronium,1131,CHRM3
3665,amoxapine,1131,CHRM3
3666,trimebutine,1131,CHRM3
3668,propantheline,1131,CHRM3
3670,umeclidinium,1131,CHRM3
3671,nortriptyline,1131,CHRM3
3676,oxybutynin,1131,CHRM3
3678,dosulepin,1131,CHRM3
3682,olanzapine,1131,CHRM3
3683,pirenzepine,1131,CHRM3
3684,terfenadine,1131,CHRM3
3685,trimipramine,1131,CHRM3
3686,paroxetine,1131,CHRM3
3691,pilocarpine,1131,CHRM3
3693,hyoscyamine,1131,CHRM3
3698,darifenacin,1131,CHRM3
3701,diphenidol,1131,CHRM3
3708,bethanechol,1131,CHRM3
3710,cinnarizine,1131,CHRM3
3711,maprotiline,1131,CHRM3
3712,desipramine,1131,CHRM3
3713,promazine,1131,CHRM3
3716,dicycloverine,1131,CHRM3
3719,BRD-K58033748,1132,CHRM4
3720,ipratropium,1132,CHRM4
3722,amitriptyline,1132,CHRM4
3723,strychnine,1132,CHRM4
3724,nicardipine,1132,CHRM4
3725,aripiprazole,1132,CHRM4
3726,ziprasidone,1132,CHRM4
3727,loxapine,1132,CHRM4
3728,clozapine,1132,CHRM4
3730,brompheniramine,1132,CHRM4
3732,tropicamide,1132,CHRM4
3733,mebeverine,1132,CHRM4
3734,vinburnine,1132,CHRM4
3735,cinnarizine,1132,CHRM4
3736,hyoscyamine,1132,CHRM4
3737,imipramine,1132,CHRM4
3740,brucine,1132,CHRM4
3741,metixene,1132,CHRM4
3742,vincamine,1132,CHRM4
3743,tolterodine,1132,CHRM4
3745,glycopyrrolate,1132,CHRM4
3746,staurosporine,1132,CHRM4
3747,procyclidine,1132,CHRM4
3748,biperiden,1132,CHRM4
3749,aceclidine,1132,CHRM4
3750,scopolamine,1132,CHRM4
3756,BRD-A93048969,1132,CHRM4
3757,atropine,1132,CHRM4
3759,levomepromazine,1132,CHRM4
3761,darifenacin,1132,CHRM4
3763,dosulepin,1132,CHRM4
3764,bethanechol,1132,CHRM4
3765,nortriptyline,1132,CHRM4
3766,amoxapine,1132,CHRM4
3768,quetiapine,1132,CHRM4
3769,oxybutynin,1132,CHRM4
3771,paroxetine,1132,CHRM4
3773,trimipramine,1132,CHRM4
3775,trimebutine,1132,CHRM4
3776,doxepin,1132,CHRM4
3778,solifenacin,1132,CHRM4
3779,acetylcholine,1132,CHRM4
3781,pilocarpine,1132,CHRM4
3784,diphenidol,1132,CHRM4
3785,PD-102807,1132,CHRM4
3786,maprotiline,1132,CHRM4
3789,propantheline,1132,CHRM4
3790,olanzapine,1132,CHRM4
3791,terfenadine,1132,CHRM4
3796,promazine,1132,CHRM4
3799,desipramine,1132,CHRM4
3808,pirenzepine,1132,CHRM4
3809,brompheniramine,1133,CHRM5
3810,metixene,1133,CHRM5
3811,quetiapine,1133,CHRM5
3812,promazine,1133,CHRM5
3813,ipratropium,1133,CHRM5
3814,clozapine,1133,CHRM5
3815,doxepin,1133,CHRM5
3816,VU-0365114-2,1133,CHRM5
3817,amitriptyline,1133,CHRM5
3818,maprotiline,1133,CHRM5
3820,solifenacin,1133,CHRM5
3821,paroxetine,1133,CHRM5
3822,biperiden,1133,CHRM5
3824,pilocarpine,1133,CHRM5
3825,acetylcholine,1133,CHRM5
3826,aceclidine,1133,CHRM5
3827,glycopyrrolate,1133,CHRM5
3830,brucine,1133,CHRM5
3831,BRD-A93048969,1133,CHRM5
3832,imipramine,1133,CHRM5
3833,atropine,1133,CHRM5
3834,olanzapine,1133,CHRM5
3837,desipramine,1133,CHRM5
3839,scopolamine,1133,CHRM5
3840,loxapine,1133,CHRM5
3842,dosulepin,1133,CHRM5
3843,amoxapine,1133,CHRM5
3844,homatropine-methylbromide,1133,CHRM5
3845,cinnarizine,1133,CHRM5
3846,terfenadine,1133,CHRM5
3849,nicardipine,1133,CHRM5
3851,strychnine,1133,CHRM5
3852,ziprasidone,1133,CHRM5
3853,trimipramine,1133,CHRM5
3854,pirenzepine,1133,CHRM5
3857,darifenacin,1133,CHRM5
3861,BRD-K58033748,1133,CHRM5
3862,levomepromazine,1133,CHRM5
3863,tolterodine,1133,CHRM5
3864,nortriptyline,1133,CHRM5
3865,aripiprazole,1133,CHRM5
3872,adiphenine,1134,CHRNA1
3873,galantamine,1134,CHRNA1
3875,pancuronium,1134,CHRNA1
3876,galantamine,57053,CHRNA10
3877,nicotine,57053,CHRNA10
3879,lobelanidine,57053,CHRNA10
3881,lobeline,57053,CHRNA10
3882,strychnine,57053,CHRNA10
3883,atracurium,1135,CHRNA2
3884,galantamine,1135,CHRNA2
3885,tubocurarine,1135,CHRNA2
3886,BRD-A41630653,1135,CHRNA2
3888,cytisine,1135,CHRNA2
3889,vecuronium,1135,CHRNA2
3890,epibatidine,1135,CHRNA2
3891,decamethonium,1135,CHRNA2
3893,biperiden,1135,CHRNA2
3894,rocuronium,1135,CHRNA2
3895,pancuronium,1135,CHRNA2
3897,nicotine,1135,CHRNA2
3898,carbachol,1135,CHRNA2
3900,acetylcholine,1135,CHRNA2
3904,mecamylamine,1135,CHRNA2
3909,epibatidine,1136,CHRNA3
3910,bupropion,1136,CHRNA3
3911,cytisine,1136,CHRNA3
3912,UB-165,1136,CHRNA3
3915,nicotine,1136,CHRNA3
3916,galantamine,1136,CHRNA3
3918,varenicline,1136,CHRNA3
3919,BRD-A41630653,1136,CHRNA3
3920,varenicline,1137,CHRNA4
3921,galantamine,1137,CHRNA4
3922,BRD-A41630653,1137,CHRNA4
3923,epibatidine,1137,CHRNA4
3924,UB-165,1137,CHRNA4
3925,cytisine,1137,CHRNA4
3926,nicotine,1137,CHRNA4
3930,pentobarbital,1137,CHRNA4
3932,lobelanidine,1137,CHRNA4
3933,primidone,1137,CHRNA4
3935,TC-2559,1137,CHRNA4
3937,boldine,1137,CHRNA4
3938,lobeline,1137,CHRNA4
3939,galantamine,1138,CHRNA5
3940,nicotine,1138,CHRNA5
3942,galantamine,8973,CHRNA6
3943,nicotine,8973,CHRNA6
3944,varenicline,8973,CHRNA6
3946,PNU-120596,1139,CHRNA7
3947,EVP-6124,1139,CHRNA7
3948,varenicline,1139,CHRNA7
3949,PNU-282987,1139,CHRNA7
3950,deltaline,1139,CHRNA7
3951,DMAB-anabaseine,1139,CHRNA7
3954,methyllycaconitine,1139,CHRNA7
3955,cytisine,1139,CHRNA7
3956,primidone,1139,CHRNA7
3959,thioridazine,1139,CHRNA7
3960,fluphenazine,1139,CHRNA7
3961,triflupromazine,1139,CHRNA7
3962,epibatidine,1139,CHRNA7
3963,galantamine,1139,CHRNA7
3965,nicotine,1139,CHRNA7
3968,BRD-A41630653,1139,CHRNA7
3970,pentobarbital,1139,CHRNA7
3971,CCMI,1139,CHRNA7
3972,ivermectin,1139,CHRNA7
3973,nicotine,55584,CHRNA9
3974,galantamine,55584,CHRNA9
3976,lobeline,55584,CHRNA9
3978,lobelanidine,55584,CHRNA9
3979,strychnine,55584,CHRNA9
3980,galantamine,1140,CHRNB1
3982,BRD-A41630653,1141,CHRNB2
3983,nicotine,1141,CHRNB2
3984,UB-165,1141,CHRNB2
3986,cytisine,1141,CHRNB2
3987,lobelanidine,1141,CHRNB2
3988,varenicline,1141,CHRNB2
3990,lobeline,1141,CHRNB2
3991,boldine,1141,CHRNB2
3992,galantamine,1141,CHRNB2
3995,nicotine,1142,CHRNB3
3996,galantamine,1142,CHRNB3
3998,galantamine,1143,CHRNB4
4000,nicotine,1143,CHRNB4
4001,BRD-A41630653,1143,CHRNB4
4002,galantamine,1144,CHRND
4004,galantamine,1145,CHRNE
4006,galantamine,1146,CHRNG
4008,mesalazine,1147,CHUK
4009,BMS-345541,1147,CHUK
4010,arctigenin,1147,CHUK
4012,sulfasalazine,1147,CHUK
4013,BRD-K98297262,1178,CLC
4014,talniflumate,1179,CLCA1
4016,niflumic-acid,1180,CLCN1
4017,omeprazole,1181,CLCN2
4018,phloretin,1182,CLCN3
4019,BRD-K13872703,1185,CLCN6
4020,BRD-K13872703,1186,CLCN7
4021,BRD-K13872703,1187,CLCNKA
4022,niflumic-acid,1187,CLCNKA
4024,niflumic-acid,1188,CLCNKB
4025,BRD-K13872703,1188,CLCNKB
4026,BRD-K68783079,1195,CLK1
4027,BRD-K59222562,1195,CLK1
4028,BRD-K70693222,1195,CLK1
4029,BRD-K06217810,1195,CLK1
4032,BRD-A81377415,1195,CLK1
4033,ML-167,1195,CLK1
4035,TG-003,1195,CLK1
4041,WZ-3105,1196,CLK2
4042,BRD-K59222562,57396,CLK4
4043,BRD-K70693222,57396,CLK4
4044,BRD-K06217810,57396,CLK4
4046,BRD-K68783079,57396,CLK4
4047,BRD-A81377415,57396,CLK4
4049,TG-003,57396,CLK4
4050,ML-167,57396,CLK4
4057,gemcitabine,51727,CMPK1
4058,oleylethanolamide,1268,CNR1
4059,AM-630,1268,CNR1
4060,arachidonamide,1268,CNR1
4061,lylamine,1268,CNR1
4062,rimonabant,1268,CNR1
4064,arvanil,1268,CNR1
4065,olvanil,1268,CNR1
4066,CP-55940,1268,CNR1
4068,AM-404,1268,CNR1
4069,O-2050,1268,CNR1
4070,BAY-59-3074,1268,CNR1
4071,anandamide,1268,CNR1
4073,LY-320135,1268,CNR1
4074,SR-147778,1268,CNR1
4076,orlistat,1268,CNR1
4077,taranabant,1268,CNR1
4078,oleoylethanolamide,1268,CNR1
4080,AM-281,1268,CNR1
4081,meclofenamic-acid,1268,CNR1
4087,AM-251,1268,CNR1
4090,HU-211,1268,CNR1
4096,JWH-015,1269,CNR2
4097,GW-405833,1269,CNR2
4098,SR-144528,1269,CNR2
4099,arachidonamide,1269,CNR2
4100,CP-55940,1269,CNR2
4101,BAY-59-3074,1269,CNR2
4102,palmitoylethanolamide,1269,CNR2
4103,AM-281,1269,CNR2
4104,AM-404,1269,CNR2
4105,anandamide,1269,CNR2
4106,GP-2a,1269,CNR2
4109,AM-630,1269,CNR2
4110,GP-1a,1269,CNR2
4111,BML-190,1269,CNR2
4115,JTE-907,1269,CNR2
4118,HU-211,1269,CNR2
4121,AM-1241,1269,CNR2
4128,entacapone,1312,COMT
4129,tolcapone,1312,COMT
4131,nialamide,1312,COMT
4134,cholic-acid,1327,COX4I1
4135,cholic-acid,9377,COX5A
4136,cholic-acid,1329,COX5B
4137,cholic-acid,1339,COX6A2
4138,cholic-acid,1340,COX6B1
4139,cholic-acid,1345,COX6C
4140,cholic-acid,1346,COX7A1
4141,cholic-acid,1349,COX7B
4142,cholic-acid,1350,COX7C
4143,cholic-acid,1351,COX8A
4144,carglumic-acid,1373,CPS1
4145,etomoxir,1374,CPT1A
4147,perhexiline,1374,CPT1A
4151,glibenclamide,1374,CPT1A
4153,etomoxir,1375,CPT1B
4155,perhexiline,1376,CPT2
4157,pomalidomide,51185,CRBN
4158,lenalidomide,51185,CRBN
4160,thalidomide,51185,CRBN
4164,naloxone,1385,CREB1
4168,NBI-27914,1394,CRHR1
4170,axitinib,1435,CSF1
4171,linifanib,1435,CSF1
4172,linifanib,1436,CSF1R
4173,WZ-4-145,1436,CSF1R
4174,quizartinib,1436,CSF1R
4177,imatinib,1436,CSF1R
4178,sunitinib,1436,CSF1R
4181,pazopanib,1436,CSF1R
4182,ENMD-2076,1436,CSF1R
4183,cediranib,1436,CSF1R
4184,HG-6-64-01,1436,CSF1R
4186,tandutinib,1436,CSF1R
4187,dovitinib,1436,CSF1R
4188,WZ-7043,1436,CSF1R
4190,HMN-214,1436,CSF1R
4191,GTP-14564,1436,CSF1R
4193,YM-90709,1439,CSF2RB
4194,staurosporine,1445,CSK
4196,D-4476,1452,CSNK1A1
4198,D-4476,1453,CSNK1D
4199,IC-261,1454,CSNK1E
4200,WZ-3105,1454,CSNK1E
4201,5-iodotubercidin,1455,CSNK1G2
4202,purvalanol-a,1456,CSNK1G3
4203,LY-303511,1457,CSNK2A1
4204,EI-231,1457,CSNK2A1
4205,CX-4945,1457,CSNK2A1
4206,resveratrol,1457,CSNK2A1
4207,emodin,1457,CSNK2A1
4210,LY-303511,1459,CSNK2A2
4211,EI-231,1459,CSNK2A2
4212,CX-4945,1459,CSNK2A2
4213,EI-231,1460,CSNK2B
4214,LY-303511,1460,CSNK2B
4215,mesalazine,1499,CTNNB1
4216,PNU-74654,1499,CTNNB1
4217,ICG-001,1499,CTNNB1
4218,pepstatin,1508,CTSB
4219,MDL-28170,1508,CTSB
4220,CA-074-Me,1508,CTSB
4223,pepstatin,1509,CTSD
4224,odanacatib,1513,CTSK
4225,balicatib,1513,CTSK
4226,SID-26681509,1514,CTSL
4227,pepstatin,1514,CTSL
4229,MDL-28170,1514,CTSL
4230,levocetirizine,3576,CXCL8
4231,butein,3576,CXCL8
4232,pseudoephedrine,3576,CXCL8
4233,reparixin,3577,CXCR1
4234,ketoprofen,3577,CXCR1
4235,navarixin,3577,CXCR1
4236,indoprofen,3577,CXCR1
4237,dexketoprofen,3577,CXCR1
4238,indoprofen,3579,CXCR2
4239,reparixin,3579,CXCR2
4240,SB-225002,3579,CXCR2
4242,navarixin,3579,CXCR2
4243,AMG-487,2833,CXCR3
4244,CP-55940,7852,CXCR4
4245,plerixafor,7852,CXCR4
4246,BRD-A41630653,1535,CYBA
4247,BRD-A41630653,1536,CYBB
4248,antimycin-a,54205,CYCS
4250,MT-21,54205,CYCS
4255,mitotane,1583,CYP11A1
4256,aminoglutethimide,1583,CYP11A1
4259,mitotane,1584,CYP11B1
4260,1-benzylimidazole,1584,CYP11B1
4261,abiraterone,1584,CYP11B1
4262,metyrapone,1584,CYP11B1
4265,BRD-K76211160,1585,CYP11B2
4267,spironolactone,1585,CYP11B2
4268,pregnenolone,1586,CYP17A1
4269,abiraterone,1586,CYP17A1
4270,orteronel,1586,CYP17A1
4271,progesterone,1586,CYP17A1
4279,VT-464,1586,CYP17A1
4282,galeterone,1586,CYP17A1
4287,formestane,1588,CYP19A1
4288,enilconazole,1588,CYP19A1
4289,exemestane,1588,CYP19A1
4290,ketoconazole,1588,CYP19A1
4293,nicotine,1588,CYP19A1
4294,nandrolone,1588,CYP19A1
4296,aminoglutethimide,1588,CYP19A1
4298,fadrozole,1588,CYP19A1
4299,anastrozole,1588,CYP19A1
4301,naringenin,1588,CYP19A1
4304,NSC-94258,1588,CYP19A1
4307,apigenin,1588,CYP19A1
4308,letrozole,1588,CYP19A1
4310,testosterone,1588,CYP19A1
4314,xanthohumol,1588,CYP19A1
4325,methoxsalen,1543,CYP1A1
4326,nevirapine,1544,CYP1A2
4327,methoxsalen,1544,CYP1A2
4328,nelfinavir,1544,CYP1A2
4329,ritonavir,1544,CYP1A2
4330,thalidomide,1544,CYP1A2
4331,omeprazole,1544,CYP1A2
4332,simeprevir,1544,CYP1A2
4336,enilconazole,1544,CYP1A2
4338,tizanidine,1544,CYP1A2
4339,nafcillin,1544,CYP1A2
4340,apigenin,1544,CYP1A2
4341,isoniazid,1544,CYP1A2
4344,modafinil,1544,CYP1A2
4345,efavirenz,1544,CYP1A2
4346,albendazole,1544,CYP1A2
4347,carbamazepine,1544,CYP1A2
4349,BRD-K61463582,1544,CYP1A2
4350,naringenin,1545,CYP1B1
4351,pinocembrin,1545,CYP1B1
4352,apigenin,1545,CYP1B1
4353,eriodictyol,1545,CYP1B1
4355,ketoconazole,1589,CYP21A2
4357,alfacalcidol,1594,CYP27B1
4358,methoxsalen,1553,CYP2A13
4359,coumarin,1548,CYP2A6
4360,tranylcypromine,1548,CYP2A6
4361,cyclophosphamide,1548,CYP2A6
4362,methoxsalen,1548,CYP2A6
4363,nevirapine,1548,CYP2A6
4364,ifosfamide,1548,CYP2A6
4365,nicotine,1555,CYP2B6
4366,clopidogrel,1555,CYP2B6
4367,crizotinib,1555,CYP2B6
4368,brinzolamide,1555,CYP2B6
4369,artemisinin,1555,CYP2B6
4370,tolbutamide,1555,CYP2B6
4371,orphenadrine,1555,CYP2B6
4372,tramadol,1555,CYP2B6
4373,ritonavir,1555,CYP2B6
4374,sorafenib,1555,CYP2B6
4375,bifonazole,1555,CYP2B6
4376,mifepristone,1555,CYP2B6
4378,nabumetone,1555,CYP2B6
4379,selegiline,1555,CYP2B6
4380,isotretinoin,1555,CYP2B6
4382,estradiol,1555,CYP2B6
4383,ticlopidine,1555,CYP2B6
4384,pazopanib,1555,CYP2B6
4385,rifampicin,1555,CYP2B6
4387,enilconazole,1555,CYP2B6
4388,sibutramine,1555,CYP2B6
4389,cisapride,1555,CYP2B6
4390,cyclophosphamide,1555,CYP2B6
4391,norketamine,1555,CYP2B6
4392,propofol,1555,CYP2B6
4394,nelfinavir,1555,CYP2B6
4396,thiotepa,1555,CYP2B6
4397,bupropion,1555,CYP2B6
4398,thalidomide,1555,CYP2B6
4400,alpha-estradiol,1555,CYP2B6
4401,nilotinib,1555,CYP2B6
4402,modafinil,1555,CYP2B6
4406,artemether,1555,CYP2B6
4408,phenytoin,1555,CYP2B6
4409,ifosfamide,1555,CYP2B6
4410,loperamide,1555,CYP2B6
4412,nevirapine,1555,CYP2B6
4415,efavirenz,1555,CYP2B6
4418,mexiletine,1555,CYP2B6
4420,ifosfamide,1562,CYP2C18
4421,cyclophosphamide,1562,CYP2C18
4422,rabeprazole,1557,CYP2C19
4423,thalidomide,1557,CYP2C19
4424,alpha-estradiol,1557,CYP2C19
4425,clozapine,1557,CYP2C19
4426,testosterone,1557,CYP2C19
4427,tolbutamide,1557,CYP2C19
4428,bosentan,1557,CYP2C19
4429,clopidogrel,1557,CYP2C19
4430,imatinib,1557,CYP2C19
4431,progesterone,1557,CYP2C19
4432,doxepin,1557,CYP2C19
4433,terbinafine,1557,CYP2C19
4434,oxcarbazepine,1557,CYP2C19
4435,nelfinavir,1557,CYP2C19
